bougon(ne),惯于咕哝的/爱发牢骚的惯于咕哝的(人)/爱发牢骚的(人),,0,0
boule,球/游戏用球 ,,0,0
bouleversé(e ),被打翻的/被打乱的/被震撼的,,0,0
bourgogne,勃艮第葡萄酒,,0,0
branché(e),爱时髦的/赶潮流的,,0,0
bras,臂/胳膊/臂状物 ,,0,0
brasserie,提供啤酒的)餐馆,,0,0
brume,轻雾/雾,,0,0
bureaucratie,官僚主义 ,,0,0
cafard,蟑螂 ,,0,0
caisse,鼓身/鼓/箱子,,0,0
calculer,计算,,0,0
campagnarde,农村人/乡下,,0,0
camper,暂时居住/扎营/安营,,0,0
camping,野营/露营,,0,0
candidature,候选人资格,,0,0
cantine,食堂/餐厅 ,,0,0
cap,海角/关/大关,,0,0
capable,有能力的/能干的,,0,0
captifve,俘虏的/被俘的,,0,0
carnet,记事本/小本/票簿,,0,0
carrelage,瓷砖贴面,,0,0
casser,打碎/弄断变得粉碎,,0,0
casserole,有柄平底锅,,0,0
catalogue,目录/商品一览表,,0,0
caution,担保 ,,0,0
se porte caution pour qn,为某人作保,,0,0
célébrer,庆祝,,0,0
célibat,独身/不婚,,0,0
cependant,然而/但是/其间,,0,0
cérémonie,仪式/典礼,,0,0
certes,的确/诚然,,0,0
cesse,停止/中断,,0,0
chaleur,热高温/炎热,,0,0
chantier,工地,,0,0
charge,负担/费用,,0,0
chef,大厨/厨师长/元首/领袖/主任,,0,0
chéri(e),亲爱的(人)/心爱的(人),,0,0
chic,漂亮的/优雅的/上档次的,,0,0
chirurgie,外科,,0,0
chrono,秒表(chronomètre的缩写),,0,0
ciment,水泥,,0,0
cinquantenaire,五十周年,,0,0
circulation,交通/循环,,0,0
citoyenne,公民,,0,0
civil(e),公民的/民事的,,0,0
clarinette,单簧管,,0,0
clash,抵触/冲突,,0,0
clé(clef),钥匙/关键/秘诀/线索 ,,0,0
cliché,底片/陈词滥调,,0,0
clientèle,顾客/客户,,0,0
clin d'œil,眨眼,,0,0
coeur,心脏/内心/中心,,0,0
collaboration,合作/协作,,0,0
collaborer (à),与……合作/集体企合作社,,0,0
colline,丘陵/山冈,,0,0
colocataire,合租人,,0,0
colocation,合租,,0,0
co-louer,合租 ,,0,0
commission,委员会,,0,0
compagnon,男伴/男伴侣,,0,0
comparable,可比较的,,0,0
comparé(e) à,与……相比的,,0,0
ompétence,能力/技能 ,,0,0
compétente,有能力的/能胜任的,,0,0
complètement,完全地/彻底地,,0,0
complicité,默契/融洽,,0,0
comporter(se),举止/行为,,0,0
composer,组合/组成/构成,,0,0
comprendre,包括/包含,,0,0
compter,具有重要性/算得上,,0,0
comptoir,柜台/酒店柜台,,0,0
conception,设计,,0,0
concerner,涉及/关系到,,0,0
concilier,使调和/使一致/调解,,0,0
conclusion,结论,,0,0
concours,竞争/竞赛/比赛,,0,0
conçu(e),被设想的/被设计的,,0,0
conduire,驾驶/领导/引领,,0,0
confession,忏悔/坦白,,0,0
confier,吐露(隐情等)/说出(心里话),,0,0
confirmation,确认/确认函,,0,0
confirmer,证实/证明/进一步肯定,,0,0
confondre,混淆/搞错,,0,0
confondue,混乱的/混在一起的,,0,0
conforme (à),与……相一致的与……相符的,,0,0
confort,舒适/安逸,,0,0
confronter,使……面对,,0,0
conjuguer,结合/联合,,0,0
conquérir,夺得/获得/赢得/征服,,0,0
consacré(e),被用于……的/被献给……的,,0,0
consacrer,献/给/用,,0,0
se consacrer(à),献身(于……)/致力(于……),,0,0
consécutif(ve),连续的/接连的,,0,0
conséquent(e),重要的/重大的,,0,0
conservatoire,音乐学院,,0,0
conserver,保持/保留/保存/贮藏,,0,0
considerer ... comme..,把……看作……,,0,0
consigne,行李寄存处,,0,0
consommateur(trice),消费者,,0,0
constater,看到/观察到,,0,0
construire,建造/构造/创立,,0,0
consultable,可查阅的/可查看的/可咨询的,,0,0
consultante,咨询师,,0,0
contact,接触/联系,,0,0
contenir,包含/含有,,0,0
contradictoire,对立的/矛盾的,,0,0
contraire,对立面/对立物/反义词/相反,,0,0
contribuer (à),为……出力/为……做贡献,,0,0
convenir (à),适合/适宜/合某人意,,0,0
convivial(e),宴饮交际的/好交际的,,0,0
convoiter,觊觎/垂涎,,0,0
coordinateurtrice,协调人/调配者/联系方式,,0,0
cordialement,真诚地/衷心地,,0,0
coréaliser,共同完成 ,,0,0
cosy,温馨舒适的,,0,0
côtoyer,接近/触及,,0,0
couch,(社会)阶层,,0,0
couler,流/流动 ,,0,0
coupe,发型裁剪式样,,0,0
courir,奔跑/赛跑,,0,0
cours,水流/过程/期间,,0,0
au cours de +n,在……期间 ,,0,0
course,速度竞赛(赛跑/赛车/赛马等),,0,0
co-voiturage,拼车,,0,0
cracher,吐痰/喷吐,,0,0
craquant(e),迷人的/可爱至极的,,0,0
crier,喊/叫/疾呼,,0,0
critère,标准/准则,,0,0
critique,评论家/批评家,,0,0
croiser,与某人交错而过,,0,0
se croiser,相互交叉/交错而过,,0,0
cru,特定地方酿造的葡萄酒,,0,0
cube,立方体,,0,0
caisson,烧煮时间,,0,0
culinaire,烹饪的/烹调的,,0,0
curieux(se),好奇的奇特的 ,,0,0
dadvantage,更多地,,0,0
début,初始/开头,,0,0
déchet,垃圾/废物,,0,0
décoiffer,弄乱头发,,0,0
décorer,装饰/装潢,,0,0
défin(e),被确定的/被界定的,,0,0
delivrer(se),摆脱,,0,0
demande,要求/申请/提问/需求,,0,0
démarche,手续/步骤/措施,,0,0
démarrer,启动/开动,,0,0
déménagement,搬家/迁居,,0,0
départemental,(法国)省级的,,0,0
dépasser,超出/超过/高出,,0,0
dépendre(de),取决于/依存于/隶属于,,0,0
déplorer,叹惜/为……感到遗憾,,0,0
dès,从某时或某处起就……,,0,0
desirer,欲望/想要/意愿,,0,0
désormais,从今以后/往后,,0,0
dessiner,构思/布局/绘画,,0,0
dessus,上面/那上面,,0,0
deux-pièces,两居室,,0,0
développement,发展,,0,0
diapason,音域调子/程度/步伐,,0,0
discipline,纪律,,0,0
discrimination,区分/歧视/不同等对待,,0,0
discriminer,歧视/区别,,0,0
distinguer,区别/辨别,,0,0
divers(e),各种各样的/不同的,,0,0
doigt,手指/脚趾,,0,0
domicile,住所/住宅,,0,0
à domicile,在家/上门(送货/服务),,0,0
don,天赋/天资 ,,0,0
donner(se),献身/给自己,,0,0
dose,含量/比例/数量/程度,,0,0
dossier,卷宗/档案材料,,0,0
doucement,缓慢地/轻柔地,,0,0
draguer,勾引/追(女人),,0,0
dresser(se),耸起/矗立,,0,0
droit,权利 ,,0,0
dÛ(due),归功于/起因于/应付给的/欠下的,,0,0
duo,二重唱/二重奏 ,,0,0
durable,持久的/耐久的/长期的,,0,0
durant,在……期间,,0,0
durer,持续/延续/经久,,0,0
éblouissant(e),耀眼的/炫目的/极美的/奇妙的,,0,0
échapper(à),逃脱/避开 ,,0,0
écho,回音/回声,,0,0
éclat,碎片/碎渣 ,,0,0
éco,生态学(écologie的缩写),,0,0
effectivement,事实上/实际上 ,,0,0
effectuer (s'),被实施/被执行/被实行 ,,0,0
égalité,平等,,0,0
égérie,艺术家的启发灵感的女伴,,0,0
église,教堂 ,,0,0
élaboration,创建/制作,,0,0
éloignement,离开/远离/疏远,,0,0
éloigner(s),远离/离开,,0,0
émailler,装饰/点缀,,0,0
embouteillage,交通堵塞/装瓶,,0,0
éméché(e),微醉的/略有醉意的,,0,0
emparer(s),夺取/占领,,0,0
emplacement,所占位置,,0,0
emporter,带离/带走 ,,0,0
en effet,的确/果然/事实上,,0,0
en particulier,尤其/特别 ,,0,0
particular,单独地/个别地,,0,0
en priorité,优先地,,0,0
en revanche,作为抵偿/相反/可是,,0,0
encadrer,装以框子/统率/指挥,,0,0
enchainer,用链子系住/使连接/使连贯,,0,0
encombrer(s),使自己感到困扰/使自己被缠住/被阻塞,,0,0
encourager,鼓励/鼓舞,,0,0
enrichir(s'),变富丰富/充实,,0,0
enrichissant(e ),使丰富的,,0,0
enseigne,招牌/旗号,,0,0
enseignement,教育/教学 ,,0,0
entendre(s')(avec qn),和某人融洽相处,,0,0
enthousiaste,兴奋的/热情的,,0,0
entourer,围绕/环绕,,0,0
entreprendre,着手进行/从事,,0,0
en vers,对于/朝向,,0,0
environs,周围/附近/近郊,,0,0
aux environs de,(空间、时间及数量上的)接近/将近,,0,0
épanouir(s'),变得喜悦/变得快乐/充分发展,,0,0
épatant(e),出色的/了不起的,,0,0
épluchage,择菜/削皮/剥皮,,0,0
épouvantable,可怕的/糟糕的,,0,0
épreuve,考试/测验 ,,0,0
équilibré(e),平衡的 ,,0,0
equipage,船飞机等的全体乘务员/机组,,0,0
équipement,装备/设备 ,,0,0
équiper,给配备/给配置,,0,0
équipier(ère),队员/组员,,0,0
espérance,希望/期望,,0,0
esplanade,前广场/空地,,0,0
espoir,希望,,0,0
esprit,精神/思维,,0,0
essuie-glace,汽车挡风玻璃上的刮水器,,0,0
esthétique,美的/美学的,,0,0
estival(e),夏季的 ,,0,0
établir,建立/确立/证实/判定,,0,0
État,国家/州/邦,,0,0
état,状态/状况,,0,0
étoile,星/恒星,,0,0
étonner,使惊讶/令人不解 ,,0,0
être toujours fourré chez qn,总是呆在某人家里,,0,0
Ève,夏娃/女人,,0,0
éveillé(e),醒着的,,0,0
éventuel(le),可能的/万一的/可能发生的,,0,0
évidemment,当然/显然,,0,0
évidence,明显性/显著性,,0,0
exceller,出众/擅长 ,,0,0
exceptionnel(le ),特殊的/例外的/非凡卓越的,,0,0
exclamer(s'),欢呼/惊呼/叫喊,,0,0
exhaustif (ve),(论述等)透彻的/彻底的/详尽无遗的,,0,0
exorbitant(e),过分的/过度的,,0,0
expédier,寄送打发走/匆匆完成/草草了事,,0,0
express,快速的/高速的,,0,0
expressément,明确地/明文规定地,,0,0
faciliter,使容易/使方便,,0,0
facteur,因素/要素,,0,0
facultatif(ve),可选择的/可行性 ,,0,0
fantasme,幻觉/幻影,,0,0
farniente,闲逸/悠闲,,0,0
faveur,厚爱/关照/优待,,0,0
feeling,感受/感觉/感受,,0,0
fidèle,忠心的/忠实的/忠诚的,,0,0
figurer,列入/出现在,,0,0
fil,线/丝,,0,0
au fil de,沿着随着/在整个……期间 ,,0,0
fin,结束/完结/尾声/最后,,0,0
financier,金融家,,0,0
flamenco,弗拉门戈舞 ,,0,0
fleurir,大量出现/开花,,0,0
fleurissement,开花/开花期,,0,0
flexible,灵活的/柔韧的,,0,0
folie,疯癫/发狂/荒唐,,0,0
follement,疯狂地/狂热地/及其/非常,,0,0
function,功能/职能/职位/函数,,0,0
en fonction de,根据/按照 ,,0,0
foundation,基金/基金会,,0,0
fondre,融化/熔化,,0,0
forcément,必然地/不可避免地/注定地,,0,0
forfeit,套餐价,,0,0
formation,培训/培养/教育,,0,0
forme,形状/形式/身体或精神状态,,0,0
formulaire,表格,,0,0
formule,方式/方法,,0,0
forum,论坛,,0,0
four,烤箱 ,,0,0
fournir,提供,,0,0
frais(fraiche),清凉的/凉爽的/新鲜的,,0,0
framboise,覆盆子 ,,0,0
fuir,逃避/避开,,0,0
gâcher,浪费/糟蹋,,0,0
gagnant(e),中奖者/获胜者,,0,0
gaieté,愉快/快乐,,0,0
galerie,画廊/长廊 ,,0,0
Galles (pays de),威尔士(地区),,0,0
gallois,威尔士语,,0,0
gallois(e),威尔士的,,0,0
Gallois(e),威尔士人,,0,0
gamme,系列/等级/档次/音阶,,0,0
garde,保管/看管/守卫,,0,0
gastronomique,美食的,,0,0
gazelle,小羚羊,,0,0
gémissement,呻吟/呻吟般的声音 ,,0,0
généraliser(se),推广/普及,,0,0
génération,一代(人),,0,0
genre,种类/类型,,0,0
gite,住处/乡村旅店 ,,0,0
GPS,全球定位系统(英文Gobal Position System的缩略语),,0,0
grand-chose,大事/重要的事 ,,0,0
pas grand-chose,不多的东西/几乎什么都不,,0,0
gratte-ciel,摩天大楼 ,,0,0
grève,罢工/罢课 ,,0,0
grisaille,暗淡/阴沉,,0,0
grouillant(e),拥挤的/挤满人的,,0,0
guadeloupéen(ne),瓜德罗普岛的,,0,0
guidé(e),被引导的/有导游的,,0,0
guinguette,(城郊多为露天的)可供跳舞的小咖啡馆 ,,0,0
guitariste,吉他弹奏者,,0,0
handicapé(e),残疾的(人),,0,0
harmonie,和谐,,0,0
haut,高度/上端/顶部/上半身,,0,0
hébergement,留宿/收容,,0,0
hésiter,犹豫/迟疑,,0,0
hiérarchie,等级/等级制度,,0,0
hip-hop,(以说唱乐、涂鸦、快板音乐、霹雳舞等为主要特征的)嘻哈音乐,,0,0
Homage,尊敬/敬意,,0,0
Honfleur,翁弗勒尔(法国城市名,,0,0
honneur,名誉/荣耀/尊严,,0,0
hors,在……之外,,0,0
hostile(à),对立的/反对的,,0,0
hôte( hôtesse),客人/主人,,0,0
huile,油 ,,0,0
huilé(e),运行良好的/涂过油的,,0,0
humain(e),人的/人类的,,0,0
humainement,从人的角度/在人情方面/人道地/人道主义的/人道主义者/人道主义行动,,0,0
humanité,人类/人性,,0,0
hygiène,卫生/卫生学,,0,0
hyper-préf,超/高/过,,0,0
idole,偶像,,0,0
ile de la Cité,西岱岛/位于巴黎市中心塞纳河中间,,0,0
ile Saint-Louis,圣路易岛/位于巴黎市中心塞纳河中间,,0,0
illustration,声誉/名声/插图/说明,,0,0
immense,辽阔无边的/巨大的,,0,0
impact,影响 ,,0,0
impitoyable,严厉的/毫不宽容的无情的,,0,0
incessant(e),不停的/不断的,,0,0
inconnu(e),不认识的/陌生的,,0,0
incontournable,不得不考虑的无法回避的,,0,0
incorporer,混合/掺和/使并入,,0,0
incroyable,不可相信的/难以置信的,,0,0
individu,个人/个体,,0,0
individualiste,个人主义的/个人主义者,,0,0
individuel(le),个人的,,0,0
inexpérimenté(e),没有经验的/缺乏经验的,,0,0
inextinguible,无法熄灭的/不可平息的,,0,0
infrastructure,基础建设,,0,0
initial(e),开始的/最初的,,0,0
initialement,最初/开始时,,0,0
initiative,首创/创举 ,,0,0
initier,使入门/启蒙/把……传授与/告诉 ,,0,0
inlassablement,不知疲倦地/坚持不懈地,,0,0
innovant(e),创新的/革新的,,0,0
inopiné(e),意外的/未料到的,,0,0
inoubliable,难忘的,,0,0
inscrire,登记/记入,,0,0
insect,昆虫 ,,0,0
insérer(s’),融入(社会),,0,0
insertion,融入(群体),,0,0
inspirer(s'),获得灵感,,0,0
instant,时刻/片刻 ,,0,0
instrument,乐器/工具/器具,,0,0
intégral(e),完整的/全部的,,0,0
integration,整合/一体化/合并,,0,0
intégré(e),融入整体的/被纳入的,,0,0
intérêt,利益/好处/意义/重要性,,0,0
intermédiaire,中间的/中间阶段/中间状态/中间人,,0,0
par de qch qn,借助于……/通,,0,0
international(e),国际的/国家间的,,0,0
interprète,演奏者,,0,0
intervention,介入/参与/干涉,,0,0
intime,内心的/内在的,,0,0
inventif(ve),有发明才能的/有创造性的/有办法的,,0,0
invention,发明/创造,,0,0
investir(s')(dans),集中精力在……上/全身心投入在……上 ,,0,0
Jackpot,老虎机一次吐出的全部硬币/一下子得到的大笔钱,,0,0
Jaune,蛋黄,,0,0
Jeu,游戏/游戏规则/表演技法,,0,0
Johannesburg,约翰内斯堡(南非首都),,0,0
jouer,给……下赌注/拿……冒险 ,,0,0
jouir (de),享有/拥有,,0,0
journalism,新闻工作/新闻业,,0,0
juger,评价/评论/判断,,0,0
jury,审查委员会/评委会,,0,0
jutice,公道/正义/司法,,0,0
La bellise,加标签于/用标签标明,,0,0
lâcher,放开/放弃,,0,0
lancer,发动/开动/掀起/发起,,0,0
se lancer,投入/冲向/勇敢地参加/大胆从事 ,,0,0
lauréat(e),获得桂冠的/得奖的(人),,0,0
lave-mains,洗手池,,0,0
laverie,厨房旁边的洗涤间,,0,0
léger(ère),轻微的/轻便的/轻薄的/清淡的,,0,0
légèrement,轻微地/轻轻地,,0,0
lendemain,第二天,,0,0
lever,抬起/举起/撩起/解除 ,,0,0
levure,酵母/发酵粉,,0,0
ligne,通信线路 ,,0,0
en ligne,网上/在线,,0,0
littéraire,文学的 ,,0,0
local,(专用)房间/场所,,0,0
local(e) ,地方的/局部的,,0,0
localization,地址/定位l,,0,0
lors de,当……时 ,,0,0
loto,自选号码博彩/六合彩,,0,0
lourd(e),重的/沉重的,,0,0
lourdement,重重地/沉重地,,0,0
lutter,与……做斗争,,0,0
ma foi,我保证/我肯定(用于加强肯定或否定的语气),,0,0
main d’œuvre,劳动力,,0,0
majeure,重大的/重要的,,0,0
majorité,大多数/ 成年/法定成年年龄,,0,0
mal,恶/祸害/病痛,,0,0
malheur(eux),不幸的/悲惨的/运气不佳的/倒霉的,,0,0
management,管理,,0,0
mandarin,(中国)普通话,,0,0
manipulation,操作/配制/调制,,0,0
manouche,茨冈人的,,0,0
marocain(e),摩洛哥的,,0,0
masser,聚集/集合,,0,0
matérialiste,追求物质享受的/追求物质享受者,,0,0
matérielle,物质的,,0,0
matrimonial(e),婚姻的/夫妻的 ,,0,0
maximum,最大量/最大限度,,0,0
au maximum,最大限度地/最高至多,,0,0
mec,硬汉/男子汉,,0,0
Melbourne,墨尔本(澳大利亚城市),,0,0
mêler (se),被混合,,0,0
member,成员/一分子,,0,0
même si,即使/即便,,0,0
Memphis,孟菲斯(美国城市名),,0,0
ménager(ère),家务的,,0,0
mensuel(le),每月的,,0,0
mention,评语,,0,0
mérite,功绩/成就,,0,0
mesure,测量/尺寸/估价,,0,0
méthode,方法,,0,0
métropole,宗主国/本土,,0,0
milieu,社会环境/阶层/业界 中间中部,,0,0
mineur(e),未成年的/未成年人 ,,0,0
minimum,最小量/最低值/最低限度,,0,0
au minimum,至最低程度/到最低限度最少/至少,,0,0
mise en place,安装/就位/准备,,0,0
mobilité,活动性/可动性,,0,0
modifier,修改,,0,0
monnaie,货币,,0,0
monotone,单调的/无变化的,,0,0
monter,装/安装,,0,0
mort(e),死者/死人,,0,0
moteur,发动机/动力,,0,0
motivation,动机,,0,0
motive(e),有明确动机的/有积极性的,,0,0
moule,模子/模型,,0,0
mousse,泡沫/摩丝/慕斯,,0,0
movement,运动/移动/演变/波动,,0,0
muer,变声,,0,0
musical(e),音乐的,,0,0
musique soule,灵魂乐(由节奏布鲁斯和黑人福歌混合而成的美国黑人流行音乐,,0,0
mystère,奥秘/神奇/秘密/神秘,,0,0
mystérieux(se),神秘的,,0,0
n'importe,不论(后接疑问词),,0,0
nantais(e),南特的,,0,0
nature,本性/性格,,0,0
nausée,恶心/作呕,,0,0
navigation,航行/航海,,0,0
nécessiter,使成为必要/需要,,0,0
nettement,清楚地/清晰地/明确地,,0,0
nettoyable,可清洗的,,0,0
nid,巢/窝/孵化器,,0,0
nier,否定/否认 ,,0,0
nominatif(ve),记名的,,0,0
Normandie,诺曼底(法国大区名),,0,0
Norme,规范/标准,,0,0
Notamment,特别是/尤其是,,0,0
noter,注意到/记下/标记出,,0,0
nourrir,喂食/喂养,,0,0
nuire(à),损害/危害,,0,0
obstacle,障碍,,0,0
obstination,固执/执拗,,0,0
occasion,机会,,0,0
offer,(服务、岗位等的)提供,,0,0
option,选择/取舍,,0,0
ordre,等级/类别秩序,,0,0
organisateur(trice),组织者,,0,0
organisme,机体/人体/有机,,0,0
organiser (s’),安排自己的活动组织起来,,0,0
originalité,独到性/新颖性,,0,0
oser,敢/敢于,,0,0
Oulan-Bator,乌兰巴托(蒙古首都),,0,0
outre-mer,海外,,0,0
ouvrir (s'),敞开自我 ,,0,0
pack,打包/箱,,0,0
palier,阶段/水平/楼梯平台,,0,0
panneau,面板/木牌,,0,0
par contre,相反地 ,,0,0
parexcellence,杰出地/特别地 ,,0,0
parfum,香味/芳香/香料/香水/,,0,0
pari,打赌/赌注,,0,0
part,份/份额/部分,,0,0
particulier,个人,,0,0
particulièrement,特别地/尤其 ,,0,0
passé,过去/往事 ,,0,0
passionner (se),醉心于/热衷于 ,,0,0
patrimoine,遗产/财富/家产,,0,0
patriotique,爱国的 ,,0,0
pave,石砖/用石砖铺成的路面,,0,0
payant(e),须付费的,,0,0
paysagiste,风景画家/景观设计师 ,,0,0
pédagogique,教学的/符合教学法的/合乎教学原理的,,0,0
pencher (se),关心/对……感兴趣 ,,0,0
pensé(e),思想/思维/观点/见解 ,,0,0
perçu(e),被觉察的/感知到的 ,,0,0
perdre(se),消失/不存在,,0,0
permis,许可证/执照,,0,0
persister,持续/持久/坚持,,0,0
perso,(personnel的缩写)个人的 ,,0,0
perturber,扰乱/干扰,,0,0
peser,重压/有分量/使感到压力t ,,0,0
phénomène,现象,,0,0
piège,陷阱 ,,0,0
pile,叠/堆/垛,,0,0
pile-poil,精准地/适时地,,0,0
pique-niquer,野餐/郊游 ,,0,0
place,商界/金融界,,0,0
plan,方面/角度规划/方案/提纲/,,0,0
plancher(sur),在……方面用功 ,,0,0
plateau,托盘,,0,0
Poitiers,普瓦提埃(法国中部城市),,0,0
Polonais(e),波兰人 ,,0,0
polyphonie,复调音乐,,0,0
pont Neuf(le),新桥(巴黎塞纳河上) ,,0,0
populaire,百姓的/民间的/大众化的 ,,0,0
poser,放下/置于/摆放 ,,0,0
posséder,拥有/具有/掌握 ,,0,0
poster,投寄/邮寄 ,,0,0
pote,伙伴/朋友 ,,0,0
poubelle,垃圾桶 ,,0,0
poursuivre,追逐/追求继续,,0,0
préchauffer,对……进行预热,,0,0
précipiter (se),冲向 ,,0,0
précisément,确切地/明确地/确切地说,,0,0
préférable,更好的/更可取的 ,,0,0
préparation,备料/准备/筹备 ,,0,0
prétendre,认为/声称想要/企图,,0,0
prétentieux(se),自负的/自大的 ,,0,0
pretention,自负/要求/企图,,0,0
prévenir,告知/通知/预防 ,,0,0
prevention,预防,,0,0
prévoir,预见/预料考虑到/规定/预备/准备 ,,0,0
primordial(e),首要的/极重要的 ,,0,0
privilégié(e),享有特权的 ,,0,0
producteur(trice),制片人/生产者 ,,0,0
produire,制片/拍(电影)/生产 ,,0,0
profil,个人条件,,0,0
profondeur,深/深度/深处 ,,0,0
projeter ,打算/设想,,0,0
promo,同届学生(promotion的缩写),,0,0
proportion,比例/规模/重大程度,,0,0
propre ,干净的/清洁的,,0,0
propriété ,所有权/产业,,0,0
prospérité,繁荣/昌盛,,0,0
protection,保护/防护,,0,0
prouesse,了不起的行为,,0,0
prouver,证实/表明,,0,0
proviseur(e),(法国)高中校长 ,,0,0
provisoire,暂时的/临时的 ,,0,0
proximité,附近/邻近,,0,0
psychologue,心理学家,,0,0
public( publique),公众的/公共的/公立的/国有的/公众/大众/观众/听众 ,,0,0
quadragénaire,四十几岁的(人),,0,0
quand même,尽管如此仍……/ 毕竟 ,,0,0
quarantaine,四十几个,,0,0
quinquagénaire,五十几岁的(人),,0,0
radical(e),彻底的,,0,0
radieux(se),喜悦的/洋溢着幸福的 ,,0,0
raffiné(e),精炼的/高雅的/精细的 ,,0,0
raid,拉力赛,,0,0
rail,轨道/铁轨,,0,0
rajeunissement,年轻化,,0,0
rallye,长距离耐力竞赛/拉力赛,,0,0
rangée,排/列,,0,0
rapport,关系/联系,,0,0
rapprochement,拉近/关系靠近/调解,,0,0
rare,稀有的/罕见的,,0,0
rareté,稀有/罕见/珍贵,,0,0
rassembler,集中/集结/收集,,0,0
rater,失败/没有成功 ,,0,0
rattrapage,弥补/补考/补课 ,,0,0
réalisable,可实现的,,0,0
réalité,现实/事实,,0,0
recaler,取消某人考试资格/使挂科 ,,0,0
recenser,清点/清查/统计,,0,0
recette,烹饪法/菜谱 ,,0,0
recevable,可被接受的,,0,0
réclamer,要求,,0,0
recommandation,推荐/叮嘱/建议,,0,0
recomposé(e),重组的,,0,0
reconnaissant(e),感谢的/感激的 ,,0,0
reconvertir(se),改宗/改行 ,,0,0
